Unique_ID,Study_ID,Location_ID,Survey_ID,Day_of_Week,Time_of_Day,Date,Start_time,End_time,Conditions,Weather,Temperature,Surveyor,Row_ID,Row_Total,Group_Size,Male,Female,Gender_Unknown,White,BlackAfricanAmerican,AmericanIndian_AlaskanNative,Asian,NativeHawaiian_PacificIslander,Latino,Multiple_Races,Race_Unknown,Age_0-4,Age_5-14,Age_15-24,Age_25-44,Age_45-64,Age_65+,Standing,Leaning,SittingFormal_Public,SittingFormal_Commercial,SittingFormal_Private,SittingInformal,Lying,Mobility_Assistance_Device,CommercialActivity_Providing,CommercialActivity_Buying,CommercialActivity_Observing,Eating/Drinking,Talking,CulturalActivity,UsingElectronics,ActiveRecreation,PassiveRecreation,WaitingTransportation,CivicWork,Smoking,DisruptiveActivity_Aggressive,DisruptiveActivity_Intoxicated,LivingActivities,Soliciting,Notes
"5,734",2018 People Staying Counts,BEA2,Weekday2_Morning,Weekday,Morning,20180727,0840,0850,,Sun-Shaded,62,UD4H,1,1,1,,1,,,,,1,,,,,,,1,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,
"5,735",2018 People Staying Counts,BEA2,Weekday2_Morning,Weekday,Morning,20180727,0840,0850,,Sun-Shaded,62,UD4H,2,1,1,,1,,,,,,,1,,,,,,1,,,1,,,,,,,,,,,,,,1,,,1,,,,,,,
"5,736",2018 People Staying Counts,BEA2,Weekday2_Morning,Weekday,Morning,20180727,0840,0850,,Sun-Shaded,62,UD4H,3,1,1,1,,,,1,,,,,,,,,1,,,,1,,,,,,,,,,,,,,1,,,1,,,,,,,
"5,737",2018 People Staying Counts,BEA2,Weekday2_Morning,Weekday,Morning,20180727,0840,0850,,Sun-Shaded,62,UD4H,4,1,1,,1,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,1,,,,,,,
"5,738",2018 People Staying Counts,BEA2,Weekday2_Morning,Weekday,Morning,20180727,0840,0850,,Sun-Shaded,62,UD4H,5,1,1,,1,,,,,1,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,1,,,,,,,
"5,739",2018 People Staying Counts,BEA2,Weekday2_Midday,Weekday,Midday,20180727,1249,1259,,Sun-Shaded,74,UD4H,1,1,1,,1,,,,,,,1,,,,,1,,,,,,1,,,,,,,,,,,,1,,,1,,,,,,,
"5,740",2018 People Staying Counts,BEA2,Weekday2_Midday,Weekday,Midday,20180727,1249,1259,,Sun-Shaded,74,UD4H,2,1,1,1,,,,,,1,,,,,,,,1,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,
"5,741",2018 People Staying Counts,BEA2,Weekday2_Midday,Weekday,Midday,20180727,1249,1259,,Sun-Shaded,74,UD4H,3,1,3,,1,,,,,,,1,,,,,,1,,,1,,,,,,,,,,,,1,,,,,1,,,,,,,
"5,742",2018 People Staying Counts,BEA2,Weekday2_Midday,Weekday,Midday,20180727,1249,1259,,Sun-Shaded,74,UD4H,4,1,3,1,,,,,,,,1,,,1,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,
"5,743",2018 People Staying Counts,BEA2,Weekday2_Midday,Weekday,Midday,20180727,1249,1259,,Sun-Shaded,74,UD4H,5,1,3,1,,,,,,,,1,,,,1,,,,,1,,,,,,,,,,,,1,,,,,1,,,,,,,
"5,744",2018 People Staying Counts,BEA2,Weekday2_Midday,Weekday,Midday,20180727,1249,1259,,Sun-Shaded,74,UD4H,6,1,1,1,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,1,,,1,,,,,,,
"5,745",2018 People Staying Counts,BEA2,Weekday2_Evening,Weekday,Evening,20180727,1642,1652,,Sun-Shaded,84,UD4H,1,1,1,,1,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,
"5,746",2018 People Staying Counts,BEA2,Weekday2_Evening,Weekday,Evening,20180727,1642,1652,,Sun-Shaded,84,UD4H,2,1,1,,1,,,,,1,,,,,,,,,1,,1,,,,,,,1,,,,,,,1,,,1,,,,,,,
"5,747",2018 People Staying Counts,BEA2,Weekday2_Evening,Weekday,Evening,20180727,1642,1652,,Sun-Shaded,84,UD4H,3,1,1,,1,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,1,1,,,,,,,
"5,748",2018 People Staying Counts,BEA2,Weekday2_Evening,Weekday,Evening,20180727,1642,1652,,Sun-Shaded,84,UD4H,4,1,1,,1,,,,,1,,,,,,,,,1,,,,1,,,,,,,,,,,,,,1,1,,,,,,,
"5,749",2018 People Staying Counts,WES4,Weekday1_Morning,Weekday,Morning,20180816,0947,0957,,Heavy Clouds,65,UD4H,1,1,1,1,,,1,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,1,,,1,,,,,
"5,750",2018 People Staying Counts,WES4,Weekday1_Morning,Weekday,Morning,20180816,0947,0957,,Heavy Clouds,65,UD4H,2,1,1,1,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,
"5,751",2018 People Staying Counts,WES4,Weekday1_Morning,Weekday,Morning,20180816,0947,0957,,Heavy Clouds,65,UD4H,3,1,2,1,,,1,,,,,,,,,,,,,1,1,,,,,,,1,,,1,,,,,,,,,,,,,,
"5,752",2018 People Staying Counts,WES4,Weekday1_Morning,Weekday,Morning,20180816,0947,0957,,Heavy Clouds,65,UD4H,4,1,2,,1,,1,,,,,,,,,,,,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,
"5,753",2018 People Staying Counts,WES4,Weekday1_Morning,Weekday,Morning,20180816,0947,0957,,Heavy Clouds,65,UD4H,5,1,1,,1,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,
"5,754",2018 People Staying Counts,WES4,Weekday1_Midday,Weekday,Midday,20180816,1328,1338,,Heavy Clouds,69,UD4H,1,1,1,1,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,
"5,755",2018 People Staying Counts,WES4,Weekday1_Midday,Weekday,Midday,20180816,1328,1338,,Heavy Clouds,69,UD4H,2,1,1,,1,,1,,,,,,,,,,,1,,,1,,,,,,,,,,1,,,,,,,,,,,,,,
"5,756",2018 People Staying Counts,WES4,Weekday1_Midday,Weekday,Midday,20180816,1328,1338,,Heavy Clouds,69,UD4H,3,1,3,1,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,1,,1,,,,,,,,,,,,
"5,757",2018 People Staying Counts,WES4,Weekday1_Midday,Weekday,Midday,20180816,1328,1338,,Heavy Clouds,69,UD4H,4,1,3,,1,,1,,,,,,,,,,,,1,,1,,,,,,,,,,1,,1,,,,,,,,,,,,
"5,758",2018 People Staying Counts,WES4,Weekday1_Midday,Weekday,Midday,20180816,1328,1338,,Heavy Clouds,69,UD4H,5,1,3,,1,,1,,,,,,,,,,,1,,,1,,,,,,,,,,1,,1,,,,,,,,,,,,
"5,759",2018 People Staying Counts,WES4,Weekday1_Midday,Weekday,Midday,20180816,1328,1338,,Heavy Clouds,69,UD4H,6,1,1,1,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,1,,,,,,,,
"5,760",2018 People Staying Counts,WES4,Weekday1_Midday,Weekday,Midday,20180816,1328,1338,,Heavy Clouds,69,UD4H,7,1,1,,1,,,,,,,1,,,,,1,,,,1,,,,,,,,,,,,,,,,1,,,1,,,,,
"5,761",2018 People Staying Counts,WES4,Weekday1_Midday,Weekday,Midday,20180816,1328,1338,,Heavy Clouds,69,UD4H,8,1,1,,1,,1,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,1,,,1,,,,,
"5,762",2018 People Staying Counts,WES4,Weekday1_Evening,Weekday,Evening,20180816,1724,1734,,Light Clouds,80,UD4H,1,1,1,1,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,1,
"5,763",2018 People Staying Counts,WES4,Weekday1_Evening,Weekday,Evening,20180816,1724,1734,,Light Clouds,80,UD4H,2,1,2,1,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,
"5,764",2018 People Staying Counts,WES4,Weekday1_Evening,Weekday,Evening,20180816,1724,1734,,Light Clouds,80,UD4H,3,1,2,1,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,
"5,765",2018 People Staying Counts,WES4,Weekday1_Evening,Weekday,Evening,20180816,1724,1734,,Light Clouds,80,UD4H,4,1,1,1,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,,,,,,,,
"5,766",2018 People Staying Counts,WES4,Weekday1_Evening,Weekday,Evening,20180816,1724,1734,,Light Clouds,80,UD4H,5,1,2,,1,,1,,,,,,,,,,1,,,,1,,,,,,,,,,,,1,,,,,,,1,,,,,
"5,767",2018 People Staying Counts,WES4,Weekday1_Evening,Weekday,Evening,20180816,1724,1734,,Light Clouds,80,UD4H,6,1,2,,1,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,1,,,,,,,1,,,,,
"5,768",2018 People Staying Counts,WES4,Weekday2_Morning,Weekday,Morning,20180817,0923,0933,,Heavy Clouds,59,UD4H,1,1,1,,1,,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,1,,,,,,,,,,
"5,769",2018 People Staying Counts,WES4,Weekday2_Morning,Weekday,Morning,20180817,0923,0933,,Heavy Clouds,59,UD4H,2,1,2,1,,,,,,1,,,,,,,1,,,,1,,,,,,,,,,,,1,,,,1,,,,,,,,
"5,770",2018 People Staying Counts,WES4,Weekday2_Morning,Weekday,Morning,20180817,0923,0933,,Heavy Clouds,59,UD4H,3,1,2,,1,,,,,1,,,,,,,1,,,,1,,,,,,,,,,,,1,,,,1,,,,,,,,
"5,771",2018 People Staying Counts,WES4,Weekday2_Morning,Weekday,Morning,20180817,0923,0933,,Heavy Clouds,59,UD4H,4,1,1,1,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,
"5,772",2018 People Staying Counts,WES4,Weekday2_Morning,Weekday,Morning,20180817,0923,0933,,Heavy Clouds,59,UD4H,5,1,2,1,,,1,,,,,,,,,,,1,,,,1,,,,,,,,,,,1,,,,1,,,,,,,,
"5,773",2018 People Staying Counts,WES4,Weekday2_Morning,Weekday,Morning,20180817,0923,0933,,Heavy Clouds,59,UD4H,6,1,2,1,,,1,,,,,,,,,,,1,,,,1,,,,,,,,,,,1,,,,1,,,,,,,,
"5,774",2018 People Staying Counts,WES4,Weekday2_Morning,Weekday,Morning,20180817,0923,0933,,Heavy Clouds,59,UD4H,7,1,1,1,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,
"5,775",2018 People Staying Counts,WES4,Weekday2_Midday,Weekday,Midday,20180817,1323,1333,,Light Clouds,67,UD4H,1,1,1,1,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,
"5,776",2018 People Staying Counts,WES4,Weekday2_Midday,Weekday,Midday,20180817,1323,1333,,Light Clouds,67,UD4H,2,1,1,1,,,,,,,,1,,,,,,1,,,1,,,,,,,,,,,,,,1,,,,,,,,,,
"5,777",2018 People Staying Counts,WES4,Weekday2_Midday,Weekday,Midday,20180817,1323,1333,,Light Clouds,67,UD4H,3,1,2,1,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,1,,,,,,,,,
"5,778",2018 People Staying Counts,WES4,Weekday2_Midday,Weekday,Midday,20180817,1323,1333,,Light Clouds,67,UD4H,4,1,2,1,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,1,,,,,,,,,
"5,779",2018 People Staying Counts,WES4,Weekday2_Midday,Weekday,Midday,20180817,1323,1333,,Light Clouds,67,UD4H,5,1,1,,1,,,1,,,,,,,,,1,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,
"5,780",2018 People Staying Counts,WES4,Weekday2_Midday,Weekday,Midday,20180817,1323,1333,,Light Clouds,67,UD4H,6,1,3,1,,,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,,,,,,,
"5,781",2018 People Staying Counts,WES4,Weekday2_Midday,Weekday,Midday,20180817,1323,1333,,Light Clouds,67,UD4H,7,1,3,,1,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,
"5,782",2018 People Staying Counts,WES4,Weekday2_Midday,Weekday,Midday,20180817,1323,1333,,Light Clouds,67,UD4H,8,1,3,,1,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,
"5,783",2018 People Staying Counts,WES4,Weekday2_Midday,Weekday,Midday,20180817,1323,1333,,Light Clouds,67,UD4H,9,1,1,1,,,1,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,
"5,784",2018 People Staying Counts,WES4,Weekday2_Midday,Weekday,Midday,20180817,1323,1333,,Light Clouds,67,UD4H,10,1,1,,1,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,
"5,785",2018 People Staying Counts,WES4,Weekday2_Midday,Weekday,Midday,20180817,1323,1333,,Light Clouds,67,UD4H,11,1,2,,1,,1,,,,,,,,,,,,,1,1,,,,,,,,,,1,,1,,,,,,,,,,,,
"5,786",2018 People Staying Counts,WES4,Weekday2_Midday,Weekday,Midday,20180817,1323,1333,,Light Clouds,67,UD4H,12,1,2,,1,,1,,,,,,,,,,,,,1,1,,,,,,,,,,1,,1,,,,,,,,,,,,
"5,787",2018 People Staying Counts,WES4,Weekday2_Midday,Weekday,Midday,20180817,1323,1333,,Light Clouds,67,UD4H,13,1,1,,1,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,
"5,788",2018 People Staying Counts,WES4,Weekday2_Evening,Weekday,Evening,20180817,1721,1731,,Sun-Shaded,75,UD4H,1,1,1,1,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,1,,,,,,,,
"5,789",2018 People Staying Counts,WES4,Weekday2_Evening,Weekday,Evening,20180817,1721,1731,,Sun-Shaded,75,UD4H,2,1,1,1,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,1,,,1,,,,,
"5,790",2018 People Staying Counts,WES4,Weekday2_Evening,Weekday,Evening,20180817,1721,1731,,Sun-Shaded,75,UD4H,3,1,1,,1,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,,,,,,,,
"5,791",2018 People Staying Counts,WES4,Weekday2_Evening,Weekday,Evening,20180817,1721,1731,,Sun-Shaded,75,UD4H,4,1,1,,1,,1,,,,,,,,,,,1,,,1,,,,,,,,,,1,,,,,,,,,,,,,,
"5,792",2018 People Staying Counts,WES4,Weekday2_Evening,Weekday,Evening,20180817,1721,1731,,Sun-Shaded,75,UD4H,5,1,1,1,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,,,,,,,,
"5,793",2018 People Staying Counts,WES4,Weekday2_Evening,Weekday,Evening,20180817,1721,1731,,Sun-Shaded,75,UD4H,6,1,1,1,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,
"5,794",2018 People Staying Counts,WES4,Weekend_Midday,Weekend,Midday,20180818,1419,1429,,Sun-Shaded,75,UD4H,1,1,2,1,,,1,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,1,,,,,,,,
"5,795",2018 People Staying Counts,WES4,Weekend_Midday,Weekend,Midday,20180818,1419,1429,,Sun-Shaded,75,UD4H,2,1,2,,1,,1,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,
"5,796",2018 People Staying Counts,WES4,Weekend_Midday,Weekend,Midday,20180818,1419,1429,,Sun-Shaded,75,UD4H,3,1,6,1,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,
"5,797",2018 People Staying Counts,WES4,Weekend_Midday,Weekend,Midday,20180818,1419,1429,,Sun-Shaded,75,UD4H,4,1,6,1,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,
"5,798",2018 People Staying Counts,WES4,Weekend_Midday,Weekend,Midday,20180818,1419,1429,,Sun-Shaded,75,UD4H,5,1,6,1,,,1,,,,,,,,,,1,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,
"5,799",2018 People Staying Counts,WES4,Weekend_Midday,Weekend,Midday,20180818,1419,1429,,Sun-Shaded,75,UD4H,6,1,6,1,,,1,,,,,,,,,,1,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,
"5,800",2018 People Staying Counts,WES4,Weekend_Midday,Weekend,Midday,20180818,1419,1429,,Sun-Shaded,75,UD4H,7,1,6,,1,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,
"5,801",2018 People Staying Counts,WES4,Weekend_Midday,Weekend,Midday,20180818,1419,1429,,Sun-Shaded,75,UD4H,8,1,6,,1,,1,,,,,,,,,,,1,,,,1,,,,,,,,,,,1,,,,,,,,,,,,
"5,802",2018 People Staying Counts,WES4,Weekend_Midday,Weekend,Midday,20180818,1419,1429,,Sun-Shaded,75,UD4H,9,1,2,1,,,,,,1,,,,,,,,1,,,1,,,,,,,,,,1,,,,,,,,,,,,,,
"5,803",2018 People Staying Counts,WES4,Weekend_Midday,Weekend,Midday,20180818,1419,1429,,Sun-Shaded,75,UD4H,10,1,2,,1,,,,,1,,,,,,,,1,,,1,,,,,,,,,,1,,,,,,,,,,,,,,
"5,804",2018 People Staying Counts,WES4,Weekend_Midday,Weekend,Midday,20180818,1419,1429,,Sun-Shaded,75,UD4H,11,1,1,1,,,,,,1,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,,,,,,,,
"5,805",2018 People Staying Counts,WES4,Weekend_Midday,Weekend,Midday,20180818,1419,1429,,Sun-Shaded,75,UD4H,12,1,1,1,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,,,,,,,,
"5,806",2018 People Staying Counts,WES4,Weekend_Evening,Weekend,Evening,20180818,1619,1629,,Light Clouds,74,UD4H,1,1,2,1,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,
"5,807",2018 People Staying Counts,WES4,Weekend_Evening,Weekend,Evening,20180818,1619,1629,,Light Clouds,74,UD4H,2,1,2,,1,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,
"5,808",2018 People Staying Counts,WES4,Weekend_Evening,Weekend,Evening,20180818,1619,1629,,Light Clouds,74,UD4H,3,1,1,1,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,
"5,809",2018 People Staying Counts,WES4,Weekend_Evening,Weekend,Evening,20180818,1619,1629,,Light Clouds,74,UD4H,4,1,2,1,,,,,,1,,,,,,,1,,,,1,,,,,,,,,,,,1,,,,1,,,,,,,,
"5,810",2018 People Staying Counts,WES4,Weekend_Evening,Weekend,Evening,20180818,1619,1629,,Light Clouds,74,UD4H,5,1,2,1,,,,,,1,,,,,,,1,,,,1,,,,,,,,,,,,1,,,,1,,,,,,,,
"5,811",2018 People Staying Counts,WES4,Weekend_Evening,Weekend,Evening,20180818,1619,1629,,Light Clouds,74,UD4H,6,1,1,1,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,
"5,812",2018 People Staying Counts,WES4,Weekend_Evening,Weekend,Evening,20180818,1619,1629,,Light Clouds,74,UD4H,7,1,2,1,,,1,,,,,,,,,,1,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,
"5,813",2018 People Staying Counts,WES4,Weekend_Evening,Weekend,Evening,20180818,1619,1629,,Light Clouds,74,UD4H,8,1,2,,1,,1,,,,,,,,,,1,,,,1,,,,,,,,,,,,1,,,,,,,1,,,,,
"5,814",2018 People Staying Counts,BLT1,Weekday1_Morning,Weekday,Morning,20180720,0824,0834,,Heavy Clouds,58,UD4H,1,1,1,1,,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,1,,,,,,,,1,,
"5,815",2018 People Staying Counts,BLT1,Weekday1_Morning,Weekday,Morning,20180720,0824,0834,,Heavy Clouds,58,UD4H,2,1,1,,1,,1,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,1,,1,,,,,,,
"5,816",2018 People Staying Counts,BLT1,Weekday1_Morning,Weekday,Morning,20180720,0824,0834,,Heavy Clouds,58,UD4H,3,1,1,,1,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,1,,,,,,,
"5,817",2018 People Staying Counts,BLT1,Weekday1_Morning,Weekday,Morning,20180720,0824,0834,,Heavy Clouds,58,UD4H,4,1,2,1,,,1,,,,,,,,,,1,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,
"5,818",2018 People Staying Counts,BLT1,Weekday1_Morning,Weekday,Morning,20180720,0824,0834,,Heavy Clouds,58,UD4H,5,1,1,,1,,,,,1,,,,,,,1,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,
"5,819",2018 People Staying Counts,BLT1,Weekday1_Morning,Weekday,Morning,20180720,0824,0834,,Heavy Clouds,58,UD4H,6,1,1,1,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,1,,,,,,,
"5,820",2018 People Staying Counts,BLT1,Weekday1_Morning,Weekday,Morning,20180720,0824,0834,,Heavy Clouds,58,UD4H,7,1,1,1,,,,,,,,,,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,1,,
"5,821",2018 People Staying Counts,BLT1,Weekday1_Morning,Weekday,Morning,20180720,0824,0834,,Heavy Clouds,58,UD4H,8,1,1,,1,,,,,1,,,,,,,1,,,,1,,,,,,,,,,,,,,1,,,1,,,,,,,
"5,822",2018 People Staying Counts,BLT1,Weekday1_Morning,Weekday,Morning,20180720,0824,0834,,Heavy Clouds,58,UD4H,9,1,1,1,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,1,,,,,,,
"5,823",2018 People Staying Counts,BLT1,Weekday1_Morning,Weekday,Morning,20180720,0824,0834,,Heavy Clouds,58,UD4H,10,1,1,,1,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,
"5,824",2018 People Staying Counts,BLT1,Weekday1_Morning,Weekday,Morning,20180720,0824,0834,,Heavy Clouds,58,UD4H,11,1,1,,1,,,,,,,,,1,,,1,,,,1,,,,,,,,,,,,,,1,,,1,,,,,,,
"5,825",2018 People Staying Counts,BLT1,Weekday1_Morning,Weekday,Morning,20180720,0824,0834,,Heavy Clouds,58,UD4H,12,1,1,1,,,,,,,,,,1,,,,1,,,,,1,,,,,,,,,,,,1,,,1,,,,,,,
"5,826",2018 People Staying Counts,BLT1,Weekday1_Morning,Weekday,Morning,20180720,0824,0834,,Heavy Clouds,58,UD4H,13,1,1,1,,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,1,1,,,,,,,
"5,827",2018 People Staying Counts,BLT1,Weekday1_Morning,Weekday,Morning,20180720,0824,0834,,Heavy Clouds,58,UD4H,14,1,1,,1,,1,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,1,,,,,,,
"5,828",2018 People Staying Counts,BLT1,Weekday1_Morning,Weekday,Morning,20180720,0824,0834,,Heavy Clouds,58,UD4H,15,1,1,,1,,,,,1,,,,,,,,,1,,1,,,,,,,,,,,,,,1,,,1,,,,,,,
"5,829",2018 People Staying Counts,BLT1,Weekday1_Morning,Weekday,Morning,20180720,0824,0834,,Heavy Clouds,58,UD4H,16,1,1,,1,,,,,,,1,,,,,,,1,,1,,,,,,,,,,,,,,1,,,1,,,,,,,
"5,830",2018 People Staying Counts,BLT1,Weekday1_Morning,Weekday,Morning,20180720,0824,0834,,Heavy Clouds,58,UD4H,17,1,1,1,,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,1,,,1,,,,,,,
"5,831",2018 People Staying Counts,BLT1,Weekday1_Morning,Weekday,Morning,20180720,0824,0834,,Heavy Clouds,58,UD4H,18,1,1,1,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,1,,,1,,,,,,,
"5,832",2018 People Staying Counts,BLT1,Weekday1_Morning,Weekday,Morning,20180720,0824,0834,,Heavy Clouds,58,UD4H,19,1,1,1,,,1,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,1,,,1,,,,,,,
"5,833",2018 People Staying Counts,BLT1,Weekday1_Morning,Weekday,Morning,20180720,0824,0834,,Heavy Clouds,58,UD4H,20,1,1,1,,,1,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,1,,,1,,,,,,,
"5,834",2018 People Staying Counts,BLT1,Weekday1_Morning,Weekday,Morning,20180720,0824,0834,,Heavy Clouds,58,UD4H,21,1,1,,1,,1,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,1,,,1,,,,,,,
"5,835",2018 People Staying Counts,BLT1,Weekday1_Morning,Weekday,Morning,20180720,0824,0834,,Heavy Clouds,58,UD4H,22,1,1,,1,,,1,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,1,,,,,,,
"5,836",2018 People Staying Counts,BLT1,Weekday1_Morning,Weekday,Morning,20180720,0824,0834,,Heavy Clouds,58,UD4H,23,1,1,,1,,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,1,,,1,,,,,,,
"5,837",2018 People Staying Counts,BLT1,Weekday1_Midday,Weekday,Midday,20180720,1222,1232,,Sun-Shaded,64,UD4H,1,1,2,,1,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,1,,,1,,,,1,,,,,
"5,838",2018 People Staying Counts,BLT1,Weekday1_Midday,Weekday,Midday,20180720,1222,1232,,Sun-Shaded,64,UD4H,2,1,2,,1,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,
"5,839",2018 People Staying Counts,BLT1,Weekday1_Midday,Weekday,Midday,20180720,1222,1232,,Sun-Shaded,64,UD4H,3,1,3,1,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,1,,,,,,,,,
"5,840",2018 People Staying Counts,BLT1,Weekday1_Midday,Weekday,Midday,20180720,1222,1232,,Sun-Shaded,64,UD4H,4,1,3,1,,,,1,,,,,,,,,,,1,,1,,,,,,,,,,,,1,,,1,,,,,,,,,
"5,841",2018 People Staying Counts,BLT1,Weekday1_Midday,Weekday,Midday,20180720,1222,1232,,Sun-Shaded,64,UD4H,5,1,3,,1,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,1,,,,,,,,,
"5,842",2018 People Staying Counts,BLT1,Weekday1_Midday,Weekday,Midday,20180720,1222,1232,,Sun-Shaded,64,UD4H,6,1,1,,1,,1,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,1,,,1,,,,,
"5,843",2018 People Staying Counts,BLT1,Weekday1_Midday,Weekday,Midday,20180720,1222,1232,,Sun-Shaded,64,UD4H,7,1,1,,1,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,
"5,844",2018 People Staying Counts,BLT1,Weekday1_Midday,Weekday,Midday,20180720,1222,1232,,Sun-Shaded,64,UD4H,8,1,1,,1,,,,,1,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,
"5,845",2018 People Staying Counts,BLT1,Weekday1_Midday,Weekday,Midday,20180720,1222,1232,,Sun-Shaded,64,UD4H,9,1,1,1,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,
"5,846",2018 People Staying Counts,BLT1,Weekday1_Midday,Weekday,Midday,20180720,1222,1232,,Sun-Shaded,64,UD4H,10,1,2,,1,,1,,,,,,,,,,1,,,,1,,,,,,,,,,,,1,,,1,,,,,,,,,
